class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1788	865	1835	911	false	false	60
5.19.2	477	689	513	725	false	false	
5.16	823	974	833	988	false	true	
5.19.2	1078	932	1087	941	false	false	
3.24	19	928	59	970	false	false	60
8.23	20	974	61	994	false	false	
8.23	1789	915	1834	937	false	false	
5.19.1	1297	926	1305	935	false	false	
5.19.2	1020	989	1028	997	false	false	
5.19.2	221	827	257	862	false	false	
5.15.1	1464	930	1500	948	false	false	
6.10.1	1364	926	1423	955	false	true	NA
5.19.1	1441	625	1483	667	false	false	
5.16	1653	911	1673	941	false	false	
5.19.1	1742	763	1782	805	false	false	
2.1	1363	974	1375	985	false	false	
6.10.1	1374	973	1397	986	false	true	усадьба “Назарьево” “Nazarevo” estate
