class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.3	1333	986	1341	1005	false	false	
6.10.2	1402	943	1453	960	false	false	53
5.3	1988	653	2079	785	false	false	
3.24	1990	791	2074	872	false	false	100
5.3	1303	987	1310	999	false	false	
4.2.3	1330	969	1342	981	false	false	
5.4	1454	977	1460	1001	false	true	
6.10.1	1276	854	1345	888	false	false	Сколково
6.9.2	92	298	762	569	false	false	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
6.9.1	1308	300	1793	569	false	false	Сколковское ш. Сколково 100 м
4.1.1	1312	991	1323	1003	false	false	
6.9.2	884	292	1158	561	false	false	Заречье МКАД
2.1	1311	975	1324	989	false	false	
3.24	1302	1001	1311	1009	false	false	100
