class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.1	1535	1014	1548	1025	false	false	
8.1.1	1579	1008	1600	1016	false	false	250 м
8	1578	979	1600	987	false	false	12 т без пропуска
3.1	1577	955	1599	976	false	false	
8	1579	993	1601	1003	false	false	6.00 - 22.00
8.22.3	2410	799	2448	1084	false	true	
5.19.2	2230	888	2324	979	false	false	
4.2.3	2374	636	2448	787	false	true	
3.1	1028	968	1049	989	false	false	
8	1030	992	1048	1000	false	false	12 т без пропуска
8	1028	1005	1049	1015	false	false	6.00 - 22.00
8.1.1	1029	1019	1044	1028	false	false	250 м
6.9.1	1544	998	1557	1013	false	true	
6.9.2	1454	935	1497	967	false	false	М9 Псков М3 Калуга МКАД
6.9.1	1457	1003	1479	1013	false	false	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
7.5	1556	1021	1569	1036	false	false	5 м
NA	1583	1018	1596	1029	false	true	50 м
6.9.1	1526	1015	1530	1026	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
5.6	589	1029	605	1043	false	false	
3.24	590	1045	604	1050	false	true	10
