class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.3	1296	954	1301	959	false	false	
4.1.2	1328	952	1334	959	false	false	
5.6	1326	962	1334	971	false	false	
2.4	1326	943	1334	950	false	false	
5.19.2	1307	964	1314	970	false	true	
2.2	1403	975	1412	984	false	false	
6.7	1471	965	1482	976	false	false	
5.15.5	1494	974	1507	989	false	false	
3.27	1627	960	1654	988	false	false	
5.5	1629	934	1655	959	false	false	
4.2.2	2070	1030	2114	1070	false	false	
8.22.3	1296	961	1300	978	false	false	
3.1	1228	938	1233	944	false	false	
3.27	1146	956	1174	983	false	false	
1.25	2143	1032	2194	1074	true	false	
5.16	674	924	707	981	false	false	
6.9.2	1433	911	1454	922	false	true	М9 Псков М3 Калуга МКАД
