class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.7	1831	939	1876	983	false	false	
5.16	1835	878	1873	933	false	false	
4.1.1	1376	979	1395	998	false	false	
5.3	1302	988	1311	1001	false	false	
6.10.1	1253	978	1263	986	false	true	Сколково
2.1	1373	950	1398	976	false	false	
6.9.2	1172	929	1208	966	false	false	Заречье МКАД
6.9.2	1062	931	1153	967	false	false	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
6.9.1	1230	929	1296	967	false	false	Сколковское ш. Сколково 100 м
5.6	1619	971	1630	983	false	false	
2.4	1474	986	1487	999	false	false	
4.1.1	1475	1002	1485	1012	false	false	
5.15.5	1361	998	1371	1011	false	false	
